order_number,created_at,created_day,weekday,hour_of_day,month,user_id,user_segment,user_orders_90d,user_spent_90d,user_avg_order_value_90d,user_days_since_last_order,item_count,total_quantity,subtotal,tax,shipping_fee,discount_amount,total_amount,avg_item_price,payment_method,payment_status,has_voucher,voucher_code,qty_low_cal,qty_balanced,qty_high_protein,qty_vegetarian,current_status,age_hours,label_cancelled,label_delay_risk,label_payment_unpaid
SYN-20260227-004443,2026-02-27T02:44:30.000Z,2026-02-27,5,9,2,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-19,2,2,294800,23584,30000,0,348384,147400,cash,paid,0,,1,0,0,1,completed,439.23,0,0,0
SYN-20260217-004444,2026-02-17T12:46:26.000Z,2026-02-17,2,19,2,69b2b29d2030f4fa2d6fe9db,new,5,2294730,458946,-28,1,1,219900,17592,30000,21990,245502,219900,momo,paid,1,WELCOME10,0,0,1,0,completed,669.2,0,0,0
SYN-20250528-004445,2025-05-28T01:40:29.000Z,2025-05-28,3,8,5,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-294,1,2,279800,22384,30000,25000,307184,279800,cash,paid,1,FREESHIP,2,0,0,0,completed,7040.3,0,0,0
SYN-20250629-004446,2025-06-29T07:36:34.000Z,2025-06-29,0,14,6,69b266062929890d1d18ecb7,vip,106,64059766,604337,-262,2,3,464700,37176,30000,0,531876,232350,cash,paid,0,,1,0,0,2,completed,6266.37,0,0,0
SYN-20260315-004447,2026-03-15T05:24:56.000Z,2026-03-15,0,12,3,69b2b2962030f4fa2d6fe90a,regular,14,7803172,557369,-2,3,4,839600,67168,0,0,906768,279867,cash,unpaid,0,,0,1,2,1,confirmed,52.56,0,1,1
SYN-20251028-004448,2025-10-28T10:18:03.000Z,2025-10-28,2,17,10,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-141,2,3,469700,37576,30000,25000,512276,234850,cash,paid,1,FREESHIP,0,1,0,2,completed,3359.68,0,0,0
SYN-20260314-004449,2026-03-14T12:48:03.000Z,2026-03-14,6,19,3,69b2b29b2030f4fa2d6fe996,new,7,3669866,524267,0,1,1,149900,11992,30000,14990,176902,149900,cash,unpaid,1,WELCOME10,0,0,0,1,confirmed,69.18,0,1,1
SYN-20260310-004450,2026-03-10T02:38:24.000Z,2026-03-10,2,9,3,69b2b29c2030f4fa2d6fe9c3,new,7,2357120,336731,0,1,1,199900,15992,30000,0,245892,199900,cash,unpaid,0,,0,1,0,0,cancelled,175.34,1,0,1
SYN-20250601-004451,2025-06-01T12:28:49.000Z,2025-06-01,0,19,6,69b266052929890d1d18ecb1,vip,89,58530787,657649,-290,3,4,809600,64768,0,0,874368,269867,card,paid,0,,2,0,2,0,completed,6933.5,0,0,0
SYN-20250821-004452,2025-08-21T03:31:56.000Z,2025-08-21,4,10,8,69b2b28e2030f4fa2d6fe842,regular,20,10666520,533326,-209,2,4,859600,68768,0,0,928368,429800,card,paid,0,,0,2,2,0,completed,4998.44,0,0,0
SYN-20260305-004453,2026-03-05T01:57:33.000Z,2026-03-05,4,8,3,69b2b2902030f4fa2d6fe872,new,8,4578172,572272,-13,2,4,629600,50368,0,50000,629968,314800,cash,paid,1,WELCOME10,4,0,0,0,completed,296.02,0,0,0
SYN-20250628-004454,2025-06-28T07:36:10.000Z,2025-06-28,6,14,6,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-263,3,5,929500,74360,0,50000,953860,309833,momo,paid,1,EATOMO50K,0,4,0,1,completed,6290.37,0,0,0
SYN-20251207-004455,2025-12-07T07:42:27.000Z,2025-12-07,0,14,12,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-101,2,2,324800,25984,30000,0,380784,162400,cash,unpaid,0,,1,1,0,0,confirmed,2402.27,0,1,1
SYN-20260310-004456,2026-03-10T04:37:43.000Z,2026-03-10,2,11,3,69b266062929890d1d18ecb4,vip,85,49600176,583531,-17,3,5,1049500,83960,0,0,1133460,349833,cash,unpaid,0,,1,2,2,0,delivering,173.35,0,1,1
SYN-20260311-004457,2026-03-11T12:27:21.000Z,2026-03-11,3,19,3,69b2b29e2030f4fa2d6fe9e4,new,6,4878700,813117,0,3,5,894500,71560,0,0,966060,298167,bank_transfer,paid,0,,3,1,1,0,delivering,141.52,0,1,0
SYN-20260209-004458,2026-02-09T05:01:02.000Z,2026-02-09,1,12,2,69aa99b0473b0839af00a703,vip,191,113735525,595474,-37,1,1,149900,11992,30000,0,191892,149900,card,paid,0,,1,0,0,0,completed,868.96,0,0,0
SYN-20251213-004459,2025-12-13T02:57:17.000Z,2025-12-13,6,9,12,69b2b29c2030f4fa2d6fe9c0,new,7,4392532,627505,-95,1,2,499800,39984,30000,50000,519784,499800,card,refunded,1,EATOMO50K,0,0,2,0,cancelled,2263.02,1,0,0
SYN-20250507-004460,2025-05-07T10:16:57.000Z,2025-05-07,3,17,5,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-315,3,5,989500,79160,0,0,1068660,329833,momo,paid,0,,1,4,0,0,completed,7535.69,0,0,0
SYN-20260317-004461,2026-03-17T14:13:52.000Z,2026-03-17,2,21,3,69b25ea58b3f1480a7392482,vip,89,51282842,576212,0,1,2,479800,38384,30000,80000,468184,479800,momo,paid,1,FLASH25,0,0,2,0,delivering,0,0,0,0
SYN-20251123-004462,2025-11-23T07:57:17.000Z,2025-11-23,0,14,11,69b2b2912030f4fa2d6fe890,new,6,3069220,511537,-112,1,1,164900,13192,30000,0,208092,164900,cash,paid,0,,1,0,0,0,completed,2738.02,0,0,0
SYN-20250402-004463,2025-04-02T03:12:10.000Z,2025-04-02,3,10,4,69b2b2992030f4fa2d6fe961,regular,17,8639198,508188,-350,2,3,529700,42376,0,0,572076,264850,card,paid,0,,2,1,0,0,completed,8382.77,0,0,0
SYN-20251019-004464,2025-10-19T03:58:48.000Z,2025-10-19,0,10,10,69b2b2942030f4fa2d6fe8d7,new,8,4079624,509953,-149,3,3,599700,47976,0,80000,567676,199900,card,paid,1,FLASH25,0,3,0,0,completed,3582,0,0,0
SYN-20251012-004465,2025-10-12T01:04:24.000Z,2025-10-12,0,8,10,69b266062929890d1d18ecb7,vip,106,64059766,604337,-157,3,4,729600,58368,0,50000,737968,243200,cash,paid,1,WELCOME10,2,1,1,0,completed,3752.9,0,0,0
SYN-20250710-004466,2025-07-10T02:29:56.000Z,2025-07-10,4,9,7,69b2b29c2030f4fa2d6fe9bd,new,4,2139258,534815,-242,3,4,614600,49168,0,0,663768,204867,cash,paid,0,,2,1,0,1,completed,6007.48,0,0,0
SYN-20260316-004467,2026-03-16T06:11:38.000Z,2026-03-16,1,13,3,69b266062929890d1d18ecba,regular,18,11013022,611835,0,1,2,279800,22384,30000,0,332184,279800,momo,unpaid,0,,0,0,0,2,confirmed,27.78,0,1,1
SYN-20251102-004468,2025-11-02T12:15:53.000Z,2025-11-02,0,19,11,69b266062929890d1d18ecb7,vip,106,64059766,604337,-135,2,3,579700,46376,0,57970,568106,289850,momo,unpaid,1,PROTEIN10,0,3,0,0,cancelled,3237.71,1,0,1
SYN-20250810-004469,2025-08-10T10:33:21.000Z,2025-08-10,0,17,8,69b2b29f2030f4fa2d6fea02,new,7,4392024,627432,-210,1,2,399800,31984,30000,0,461784,399800,momo,unpaid,0,,0,2,0,0,pending,5255.42,0,1,1
SYN-20260303-004470,2026-03-03T04:30:43.000Z,2026-03-03,2,11,3,69b266052929890d1d18ecb1,vip,89,58530787,657649,-15,2,5,1119500,89560,0,0,1209060,559750,bank_transfer,paid,0,,0,3,2,0,completed,341.46,0,0,0
SYN-20250716-004471,2025-07-16T02:53:57.000Z,2025-07-16,3,9,7,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-245,2,3,579700,46376,0,0,626076,289850,momo,paid,0,,1,2,0,0,completed,5863.08,0,0,0
SYN-20251121-004472,2025-11-21T13:46:39.000Z,2025-11-21,5,20,11,69b266052929890d1d18ecb1,vip,89,58530787,657649,-117,3,4,699600,55968,0,0,755568,233200,card,paid,0,,2,1,1,0,completed,2780.2,0,0,0
SYN-20250923-004473,2025-09-23T13:22:58.000Z,2025-09-23,2,20,9,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-175,2,3,689700,55176,0,0,744876,344850,cash,paid,0,,0,2,1,0,completed,4196.59,0,0,0
SYN-20250801-004474,2025-08-01T04:00:13.000Z,2025-08-01,5,11,8,69b266062929890d1d18ecb4,vip,85,49600176,583531,-238,2,3,669700,53576,0,80000,643276,334850,cash,unpaid,1,FLASH25,0,1,2,0,completed,5477.97,0,0,1
SYN-20260131-004475,2026-01-31T06:00:28.000Z,2026-01-31,6,13,1,69b2b29e2030f4fa2d6fe9f6,new,9,4411932,490215,-46,2,4,659600,52768,0,0,712368,329800,cash,paid,0,,0,2,0,2,completed,1083.97,0,0,0
SYN-20260202-004476,2026-02-02T02:51:13.000Z,2026-02-02,1,9,2,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-44,2,4,679600,54368,0,50000,683968,339800,bank_transfer,paid,1,EATOMO50K,0,2,0,2,completed,1039.12,0,0,0
SYN-20260103-004477,2026-01-03T05:31:23.000Z,2026-01-03,6,12,1,69aa99b0473b0839af00a703,vip,191,113735525,595474,-74,3,5,839500,67160,0,0,906660,279833,card,paid,0,,0,3,0,2,completed,1756.45,0,0,0
SYN-20251224-004478,2025-12-24T11:24:07.000Z,2025-12-24,3,18,12,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-84,1,1,129900,10392,30000,12990,157302,129900,momo,unpaid,1,WELCOME10,0,0,0,1,confirmed,1990.57,0,1,1
SYN-20260313-004479,2026-03-13T14:48:08.000Z,2026-03-13,5,21,3,69b2b28d2030f4fa2d6fe818,new,6,2929033,488172,-3,2,2,429800,34384,30000,42980,451204,214900,cash,paid,1,WELCOME10,1,0,1,0,completed,91.17,0,0,0
SYN-20251111-004480,2025-11-11T13:52:11.000Z,2025-11-11,2,20,11,69b2b28e2030f4fa2d6fe82a,new,2,666696,333348,-110,3,4,689600,55168,0,0,744768,229867,card,refunded,0,,1,2,0,1,cancelled,3020.11,1,0,0
SYN-20260317-004481,2026-03-17T03:32:02.000Z,2026-03-17,2,10,3,69b266052929890d1d18ecb1,vip,89,58530787,657649,-1,1,2,379800,30384,30000,25000,415184,379800,card,paid,1,FREESHIP,0,2,0,0,delivering,6.44,0,1,0
SYN-20260111-004482,2026-01-11T08:22:30.000Z,2026-01-11,0,15,1,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-66,2,2,424800,33984,30000,0,488784,212400,momo,paid,0,,0,1,1,0,completed,1561.6,0,0,0
SYN-20260304-004483,2026-03-04T14:54:21.000Z,2026-03-04,3,21,3,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-13,2,4,699600,55968,0,0,755568,349800,momo,paid,0,,0,2,0,2,completed,307.07,0,0,0
SYN-20260111-004484,2026-01-11T13:40:34.000Z,2026-01-11,0,20,1,69b266062929890d1d18ecba,regular,18,11013022,611835,-64,2,2,289800,23184,30000,0,342984,144900,cash,paid,0,,1,0,0,1,completed,1556.3,0,0,0
SYN-20260121-004485,2026-01-21T12:49:45.000Z,2026-01-21,3,19,1,69b2b2942030f4fa2d6fe8e0,new,7,3619102,517015,-55,1,2,519800,41584,0,50000,511384,519800,momo,paid,1,WELCOME10,0,0,2,0,completed,1317.15,0,0,0
SYN-20250426-004486,2025-04-26T08:27:09.000Z,2025-04-26,6,15,4,69b266062929890d1d18ecb7,vip,106,64059766,604337,-326,3,4,799600,63968,0,80000,783568,266533,card,paid,1,FLASH25,0,3,1,0,completed,7801.52,0,0,0
SYN-20250818-004487,2025-08-18T02:24:22.000Z,2025-08-18,1,9,8,69b2b29e2030f4fa2d6fe9e7,regular,14,7386912,527637,-212,1,1,259900,20792,30000,0,310692,259900,momo,paid,0,,0,0,1,0,delivering,5071.57,0,1,0
SYN-20260308-004488,2026-03-08T05:43:19.000Z,2026-03-08,0,12,3,69b266062929890d1d18ecb7,vip,106,64059766,604337,-10,1,1,229900,18392,30000,57475,220817,229900,momo,paid,1,VEGGIE25,0,0,1,0,completed,220.25,0,0,0
SYN-20260109-004489,2026-01-09T10:55:50.000Z,2026-01-09,5,17,1,69b266062929890d1d18ecb4,vip,85,49600176,583531,-76,1,1,189900,15192,30000,0,235092,189900,momo,paid,0,,0,1,0,0,completed,1607.05,0,0,0
SYN-20260214-004490,2026-02-14T09:07:36.000Z,2026-02-14,6,16,2,69b2b2992030f4fa2d6fe96d,new,5,1626028,325206,-40,2,4,669600,53568,0,0,723168,334800,cash,paid,0,,4,0,0,0,completed,744.85,0,0,0
SYN-20251112-004491,2025-11-12T03:15:16.000Z,2025-11-12,3,10,11,69b25ea58b3f1480a7392482,vip,89,51282842,576212,-126,3,3,749700,59976,0,50000,759676,249900,momo,unpaid,1,EATOMO50K,0,0,3,0,confirmed,3006.72,0,1,1
SYN-20260101-004492,2026-01-01T03:35:45.000Z,2026-01-01,4,10,1,69b25ea58b3f1480a7392482,vip,89,51282842,576212,-76,2,4,819600,65568,0,0,885168,409800,momo,unpaid,0,,0,4,0,0,pending,1806.38,0,1,1
SYN-20250320-004493,2025-03-20T14:12:59.000Z,2025-03-20,4,21,3,69b266062929890d1d18ecb4,vip,85,49600176,583531,-371,3,4,719600,57568,0,50000,727168,239867,card,paid,1,WELCOME10,0,3,0,1,completed,8683.76,0,0,0
SYN-20250728-004494,2025-07-28T06:26:01.000Z,2025-07-28,1,13,7,69b266062929890d1d18ecb7,vip,106,64059766,604337,-233,2,3,559700,44776,0,0,604476,279850,cash,unpaid,0,,0,3,0,0,completed,5571.54,0,0,1
SYN-20250913-004495,2025-09-13T12:47:15.000Z,2025-09-13,6,19,9,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-186,2,3,699700,55976,0,0,755676,349850,cash,paid,0,,0,1,2,0,completed,4437.19,0,0,0
SYN-20251031-004496,2025-10-31T08:09:30.000Z,2025-10-31,5,15,10,69b2b2992030f4fa2d6fe970,new,7,3447766,492538,-124,1,1,259900,20792,30000,25990,284702,259900,cash,paid,1,WELCOME10,0,0,1,0,completed,3289.82,0,0,0
SYN-20250903-004497,2025-09-03T11:59:35.000Z,2025-09-03,3,18,9,69b266062929890d1d18ecb7,vip,106,64059766,604337,-195,2,3,569700,45576,0,0,615276,284850,card,paid,0,,2,1,0,0,completed,4677.98,0,0,0
SYN-20250928-004498,2025-09-28T02:13:47.000Z,2025-09-28,0,9,9,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-171,3,6,1199400,95952,0,0,1295352,399800,card,paid,0,,0,2,2,2,delivering,4087.75,0,1,0
SYN-20251229-004499,2025-12-29T13:02:50.000Z,2025-12-29,1,20,12,69b2b2962030f4fa2d6fe91f,new,6,2908380,484730,-77,1,2,539800,43184,0,75000,507984,539800,cash,paid,1,VEGGIE25,0,0,2,0,completed,1868.93,0,0,0
SYN-20250807-004500,2025-08-07T09:32:02.000Z,2025-08-07,4,16,8,69aa99b0473b0839af00a703,vip,191,113735525,595474,-223,2,4,639600,51168,0,0,690768,319800,card,paid,0,,0,2,0,2,completed,5328.44,0,0,0
SYN-20250410-004501,2025-04-10T11:28:51.000Z,2025-04-10,4,18,4,69aa99b0473b0839af00a703,vip,191,113735525,595474,-342,2,3,679700,54376,0,0,734076,339850,card,unpaid,0,,0,2,1,0,completed,8182.5,0,0,1
SYN-20250916-004502,2025-09-16T12:25:00.000Z,2025-09-16,2,19,9,69b2b2902030f4fa2d6fe878,new,6,3069780,511630,-170,1,1,189900,15192,30000,0,235092,189900,cash,paid,0,,0,1,0,0,delivering,4365.56,0,1,0
SYN-20260115-004503,2026-01-15T06:57:27.000Z,2026-01-15,4,13,1,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-62,3,3,464700,37176,30000,0,531876,154900,momo,paid,0,,2,1,0,0,completed,1467.02,0,0,0
SYN-20250415-004504,2025-04-15T12:01:49.000Z,2025-04-15,2,19,4,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-337,2,3,624700,49976,0,0,674676,312350,momo,paid,0,,1,0,2,0,completed,8061.95,0,0,0
SYN-20260120-004505,2026-01-20T01:26:06.000Z,2026-01-20,2,8,1,69b2b2912030f4fa2d6fe88d,new,9,4743624,527069,-57,3,5,859500,68760,0,0,928260,286500,momo,paid,0,,2,0,1,2,completed,1352.54,0,0,0
SYN-20260309-004506,2026-03-09T10:12:28.000Z,2026-03-09,1,17,3,69b2b29b2030f4fa2d6fe99c,new,4,1589044,397261,-9,1,2,519800,41584,0,50000,511384,519800,cash,refunded,1,EATOMO50K,0,0,2,0,cancelled,191.77,1,0,0
SYN-20260124-004507,2026-01-24T09:39:49.000Z,2026-01-24,6,16,1,69b25ea58b3f1480a739247c,vip,155,96850711,624843,-53,2,3,669700,53576,0,0,723276,334850,card,paid,0,,1,0,2,0,completed,1248.31,0,0,0
SYN-20260304-004508,2026-03-04T13:20:49.000Z,2026-03-04,3,20,3,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-13,3,4,739600,59168,0,0,798768,246533,momo,paid,0,,0,1,1,2,completed,308.63,0,0,0
SYN-20250430-004509,2025-04-30T12:35:17.000Z,2025-04-30,3,19,4,69b2b2902030f4fa2d6fe875,new,4,2318120,579530,-318,3,5,1029500,82360,0,100000,1011860,343167,card,unpaid,1,HEALTHY20,0,2,2,1,cancelled,7701.39,1,0,1
SYN-20251028-004510,2025-10-28T04:22:31.000Z,2025-10-28,2,11,10,69b266062929890d1d18ecb7,vip,106,64059766,604337,-141,3,4,689600,55168,0,0,744768,229867,card,paid,0,,0,3,0,1,completed,3365.6,0,0,0
SYN-20251106-004511,2025-11-06T06:34:37.000Z,2025-11-06,4,13,11,69b2b29f2030f4fa2d6fea02,new,7,4392024,627432,-122,2,3,659700,52776,0,0,712476,329850,card,paid,0,,0,2,1,0,completed,3147.4,0,0,0
SYN-20250715-004512,2025-07-15T07:14:21.000Z,2025-07-15,2,14,7,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-246,1,1,189900,15192,30000,0,235092,189900,momo,paid,0,,0,1,0,0,completed,5882.74,0,0,0
SYN-20260220-004513,2026-02-20T08:56:16.000Z,2026-02-20,5,15,2,69b2b29e2030f4fa2d6fe9ea,new,7,3551368,507338,-25,2,4,649600,51968,0,50000,651568,324800,momo,paid,1,WELCOME10,0,2,0,2,completed,601.04,0,0,0
SYN-20260313-004514,2026-03-13T08:37:06.000Z,2026-03-13,5,15,3,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-5,2,4,859600,68768,0,50000,878368,429800,cash,unpaid,1,WELCOME10,0,2,2,0,preparing,97.36,0,1,1
SYN-20251121-004515,2025-11-21T02:40:35.000Z,2025-11-21,5,9,11,69b2b2972030f4fa2d6fe931,new,8,4410824,551353,-94,2,2,439800,35184,30000,43980,461004,219900,momo,unpaid,1,WELCOME10,0,1,1,0,cancelled,2791.3,1,0,1
SYN-20260213-004516,2026-02-13T09:13:26.000Z,2026-02-13,5,16,2,69b2b2992030f4fa2d6fe964,new,5,1959828,391966,-32,1,1,139900,11192,30000,0,181092,139900,cash,paid,0,,0,0,0,1,completed,768.75,0,0,0
SYN-20260314-004517,2026-03-14T11:00:57.000Z,2026-03-14,6,18,3,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-4,3,4,949600,75968,0,75000,950568,316533,momo,paid,1,VEGGIE25,0,1,3,0,completed,70.96,0,0,0
SYN-20260103-004518,2026-01-03T01:14:57.000Z,2026-01-03,6,8,1,69b2b28d2030f4fa2d6fe81b,new,6,4441956,740326,-87,2,3,489700,39176,30000,0,558876,244850,cash,paid,0,,0,1,0,2,completed,1760.73,0,0,0
SYN-20251126-004519,2025-11-26T03:50:45.000Z,2025-11-26,3,10,11,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-112,2,2,359800,28784,30000,0,418584,179900,momo,paid,0,,1,1,0,0,completed,2670.13,0,0,0
SYN-20250909-004520,2025-09-09T10:12:21.000Z,2025-09-09,2,17,9,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-190,3,3,559700,44776,0,0,604476,186567,momo,paid,0,,0,1,1,1,delivering,4535.77,0,1,0
SYN-20250608-004521,2025-06-08T06:13:35.000Z,2025-06-08,0,13,6,69b2b2912030f4fa2d6fe893,regular,14,7279920,519994,-290,1,1,229900,18392,30000,0,278292,229900,cash,paid,0,,0,0,1,0,completed,6771.75,0,0,0
SYN-20260213-004522,2026-02-13T14:50:23.000Z,2026-02-13,5,21,2,69b25ea58b3f1480a7392479,vip,163,94135852,577521,-32,1,2,339800,27184,30000,0,396984,339800,cash,unpaid,0,,2,0,0,0,confirmed,763.14,0,1,1
SYN-20250911-004523,2025-09-11T06:07:32.000Z,2025-09-11,4,13,9,69b25ea58b3f1480a7392482,vip,89,51282842,576212,-188,2,3,549700,43976,0,80000,513676,274850,bank_transfer,paid,1,FLASH25,0,3,0,0,completed,4491.85,0,0,0
SYN-20260106-004524,2026-01-06T07:44:13.000Z,2026-01-06,2,14,1,69b2b2942030f4fa2d6fe8da,vip,28,17244356,615870,-75,3,6,1379400,110352,0,50000,1439752,459800,momo,paid,1,EATOMO50K,0,2,4,0,completed,1682.24,0,0,0
SYN-20260226-004525,2026-02-26T06:12:00.000Z,2026-02-26,4,13,2,69b2b2902030f4fa2d6fe878,new,6,3069780,511630,-8,1,2,519800,41584,0,0,561384,519800,cash,paid,0,,0,0,2,0,delivering,459.78,0,1,0
SYN-20250706-004526,2025-07-06T03:20:29.000Z,2025-07-06,0,10,7,69b2b2952030f4fa2d6fe8f8,regular,9,4437552,493061,-255,3,6,1209400,96752,0,0,1306152,403133,card,paid,0,,3,0,3,0,completed,6102.63,0,0,0
SYN-20250526-004527,2025-05-26T13:44:30.000Z,2025-05-26,1,20,5,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-296,3,4,874600,69968,0,100000,844568,291533,card,unpaid,1,VIP100K,1,1,2,0,confirmed,7076.23,0,1,1
SYN-20250822-004528,2025-08-22T01:05:48.000Z,2025-08-22,5,8,8,69b2b28e2030f4fa2d6fe82d,new,6,3269292,544882,-207,1,1,144900,11592,30000,0,186492,144900,cash,unpaid,0,,1,0,0,0,cancelled,4976.88,1,0,1
SYN-20251203-004529,2025-12-03T05:14:39.000Z,2025-12-03,3,12,12,69b25ea58b3f1480a739247c,vip,155,96850711,624843,-105,3,4,909600,72768,0,50000,932368,303200,cash,paid,1,WELCOME10,1,0,3,0,completed,2500.73,0,0,0
SYN-20250630-004530,2025-06-30T01:31:02.000Z,2025-06-30,1,8,6,69b2b2a02030f4fa2d6fea32,regular,5,2687313,537463,-259,1,2,279800,22384,30000,27980,304204,279800,momo,refunded,1,WELCOME10,0,0,0,2,cancelled,6248.46,1,0,0
SYN-20250601-004531,2025-06-01T14:15:54.000Z,2025-06-01,0,21,6,69b25ea58b3f1480a739247c,vip,155,96850711,624843,-290,3,5,1029500,82360,0,80000,1031860,343167,momo,paid,1,FLASH25,3,0,2,0,completed,6931.71,0,0,0
SYN-20250503-004532,2025-05-03T07:41:21.000Z,2025-05-03,6,14,5,69b25ea58b3f1480a739247c,vip,155,96850711,624843,-319,1,2,359800,28784,30000,0,418584,359800,card,paid,0,,0,2,0,0,completed,7634.29,0,0,0
SYN-20251104-004533,2025-11-04T07:54:54.000Z,2025-11-04,2,14,11,69b2b2972030f4fa2d6fe92e,new,7,4858716,694102,-130,2,3,659700,52776,0,50000,662476,329850,cash,unpaid,1,WELCOME10,0,0,2,1,pending,3194.06,0,1,1
SYN-20250906-004534,2025-09-06T04:09:08.000Z,2025-09-06,6,11,9,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-193,3,6,939400,75152,0,0,1014552,313133,momo,paid,0,,0,2,0,4,completed,4613.82,0,0,0
SYN-20250501-004535,2025-05-01T14:59:47.000Z,2025-05-01,4,21,5,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-320,2,3,549700,43976,0,0,593676,274850,cash,paid,0,,1,2,0,0,completed,7674.98,0,0,0
SYN-20250904-004536,2025-09-04T05:15:51.000Z,2025-09-04,4,12,9,69b2b2912030f4fa2d6fe88a,new,8,4385424,548178,-195,1,1,239900,19192,30000,0,289092,239900,cash,paid,0,,0,0,1,0,completed,4660.71,0,0,0
SYN-20251206-004537,2025-12-06T14:28:44.000Z,2025-12-06,6,21,12,69b2b2932030f4fa2d6fe8b1,new,6,2773456,462243,-96,1,1,174900,13992,30000,43725,175167,174900,card,paid,1,FLASH25,0,1,0,0,completed,2419.5,0,0,0
SYN-20260317-004538,2026-03-17T13:05:47.000Z,2026-03-17,2,20,3,69b2b29f2030f4fa2d6fea17,new,6,2187052,364509,0,1,2,309800,24784,30000,30980,333604,309800,momo,unpaid,1,WELCOME10,2,0,0,0,pending,0,0,0,1
SYN-20250710-004539,2025-07-10T14:05:35.000Z,2025-07-10,4,21,7,69aa99b0473b0839af00a703,vip,191,113735525,595474,-250,2,4,609600,48768,0,50000,608368,304800,cash,unpaid,1,WELCOME10,0,2,0,2,preparing,5995.88,0,1,1
SYN-20260310-004540,2026-03-10T12:24:34.000Z,2026-03-10,2,19,3,69b25ea48b3f1480a7392473,vip,181,105775782,584397,-8,1,1,189900,15192,30000,47475,187617,189900,momo,paid,1,FLASH25,0,1,0,0,completed,165.57,0,0,0
SYN-20250804-004541,2025-08-04T02:36:35.000Z,2025-08-04,1,9,8,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-226,1,3,659700,52776,0,0,712476,659700,cash,unpaid,0,,0,3,0,0,cancelled,5407.37,1,0,1
SYN-20260316-004542,2026-03-16T13:11:16.000Z,2026-03-16,1,20,3,69b2b29a2030f4fa2d6fe98b,new,8,4912916,614115,0,2,4,959600,76768,0,50000,986368,479800,bank_transfer,unpaid,1,WELCOME10,0,0,4,0,confirmed,20.79,0,1,1
SYN-20250728-004543,2025-07-28T12:43:59.000Z,2025-07-28,1,19,7,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-233,2,3,599700,47976,0,0,647676,299850,card,paid,0,,2,0,1,0,completed,5565.24,0,0,0
SYN-20250815-004544,2025-08-15T14:37:47.000Z,2025-08-15,5,21,8,69b2b29e2030f4fa2d6fe9e4,new,6,4878700,813117,-208,1,2,329800,26384,30000,32980,353204,329800,cash,paid,1,WELCOME10,0,2,0,0,completed,5131.35,0,0,0
SYN-20250704-004545,2025-07-04T07:56:53.000Z,2025-07-04,5,14,7,69b2b2922030f4fa2d6fe899,new,5,2317612,463522,-247,3,5,819500,65560,0,0,885060,273167,bank_transfer,unpaid,0,,2,1,0,2,cancelled,6146.03,1,0,1
SYN-20250830-004546,2025-08-30T03:11:30.000Z,2025-08-30,6,10,8,69b25ea48b3f1480a7392476,vip,150,89643893,597626,-200,3,6,1209400,96752,0,50000,1256152,403133,cash,paid,1,WELCOME10,0,4,2,0,completed,4782.78,0,0,0
SYN-20251221-004547,2025-12-21T01:21:54.000Z,2025-12-21,0,8,12,69b2b2992030f4fa2d6fe961,regular,17,8639198,508188,-87,1,1,199900,15992,30000,19990,225902,199900,momo,paid,1,WELCOME10,0,1,0,0,completed,2072.61,0,0,0
SYN-20260219-004548,2026-02-19T11:04:13.000Z,2026-02-19,4,18,2,69b25ea58b3f1480a739247f,vip,117,66314623,566792,-27,2,4,1019600,81568,0,0,1101168,509800,momo,unpaid,0,,0,0,4,0,confirmed,622.91,0,1,1
SYN-20250419-004549,2025-04-19T05:31:47.000Z,2025-04-19,6,12,4,69b25ea58b3f1480a739247c,vip,155,96850711,624843,-333,2,3,529700,42376,0,0,572076,264850,bank_transfer,paid,0,,2,1,0,0,completed,7972.45,0,0,0
